Graph 0
51 64 99 31 3 92 26 14 10 79 50 80 90 1 16 56 55 36 91 66 35 60 78 18 96 43 32 75
51, 31
51, 14
51, 10
51, 35
51, 43
64, 50
64, 90
64, 32
64, 75
99, 26
99, 66
99, 35
99, 78
99, 32
31, 14
31, 10
31, 1
31, 16
31, 55
31, 36
31, 66
31, 35
31, 96
31, 32
31, 75
3, 79
3, 60
3, 78
92, 56
92, 55
92, 66
92, 78
92, 75
26, 1
26, 91
26, 96
26, 43
14, 50
14, 60
14, 96
14, 43
14, 75
10, 79
10, 1
10, 16
10, 36
10, 91
10, 66
10, 78
10, 96
10, 43
10, 75
79, 80
79, 16
79, 55
79, 32
79, 75
50, 36
50, 75
80, 55
80, 36
80, 35
80, 60
90, 16
90, 56
90, 55
90, 66
90, 75
1, 55
1, 91
1, 66
1, 60
1, 78
1, 96
1, 32
1, 75
16, 91
16, 35
16, 60
16, 75
56, 91
56, 66
56, 18
56, 75
55, 36
55, 18
55, 75
36, 18
36, 75
91, 60
91, 78
91, 32
91, 75
66, 60
66, 18
66, 96
35, 60
35, 78
60, 18
60, 32
78, 75
18, 32
43, 75
Graph 1
20 48 56 54 30 44 88 1 79 74 18 12 77 42 99 9 95 34 4 28 68
20, 44
20, 88
20, 1
20, 74
20, 42
20, 28
20, 68
48, 18
48, 99
48, 95
48, 34
56, 54
56, 74
56, 77
56, 99
56, 28
54, 30
54, 1
54, 79
54, 12
54, 42
54, 34
30, 18
30, 12
30, 77
30, 99
30, 9
44, 74
44, 18
44, 42
44, 99
44, 9
44, 95
44, 34
44, 4
44, 28
88, 18
88, 4
88, 28
1, 79
1, 18
1, 99
1, 34
1, 4
79, 77
79, 42
79, 34
79, 28
79, 68
74, 18
74, 4
74, 28
18, 12
18, 9
18, 95
12, 42
12, 34
12, 4
12, 68
77, 9
77, 28
42, 9
42, 28
99, 9
9, 34
9, 4
9, 68
95, 28
34, 68
28, 68
Graph 2
97 52 85 12 48 46 98 95 20 17 74 14 90 81 5 54 31 4 66 79 70 72 26 86 35
97, 52
97, 48
97, 90
97, 31
97, 66
97, 35
52, 98
52, 95
52, 74
52, 90
52, 5
52, 54
52, 4
85, 48
85, 95
85, 74
85, 90
85, 79
85, 70
85, 86
12, 90
12, 31
12, 79
12, 72
12, 26
12, 35
48, 95
48, 66
48, 86
48, 35
46, 95
46, 74
46, 31
46, 79
46, 35
98, 95
98, 20
98, 74
98, 5
98, 70
95, 14
95, 81
95, 31
95, 66
95, 70
95, 26
20, 14
20, 90
20, 81
20, 70
17, 90
17, 5
17, 66
17, 70
74, 81
74, 31
74, 66
74, 79
74, 26
74, 86
74, 35
14, 81
14, 79
14, 86
14, 35
90, 54
90, 66
90, 79
90, 26
90, 86
5, 4
5, 26
5, 86
5, 35
54, 31
54, 4
54, 86
31, 4
4, 66
66, 72
70, 35
Graph 3
51 29 61 63 55 94 84 20 30 88 65 45 79 4 11 48 57 23 31 5 40 22
51, 29
51, 30
51, 88
51, 79
51, 48
51, 40
29, 20
29, 4
29, 48
29, 57
29, 31
61, 55
61, 88
61, 65
61, 48
61, 57
61, 23
61, 31
61, 40
61, 22
63, 55
63, 4
63, 22
55, 94
55, 30
55, 45
55, 79
55, 4
55, 11
55, 57
55, 23
55, 40
55, 22
94, 30
94, 88
94, 65
94, 57
94, 23
94, 31
94, 40
84, 88
84, 79
84, 4
84, 5
84, 40
20, 4
20, 11
20, 57
30, 88
88, 79
88, 4
88, 48
65, 45
65, 79
65, 11
65, 23
65, 5
65, 40
65, 22
45, 57
45, 5
79, 4
79, 11
79, 31
4, 48
4, 31
11, 48
11, 40
48, 57
48, 5
23, 22
5, 22
Graph 4
